date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-18,22.3,22.91,22.81,22.2,12741.97,0.43,1.92,22.916,23.497,24.683,12854.32,13185.41,14258.05
2018-09-17,22.53,22.7,22.38,22.25,8269.0,-0.36,-1.58,23.034,23.719,24.87,13260.84,13028.17,14221.48
2018-09-14,23.1,23.26,22.74,22.6,11469.0,-0.51,-2.19,23.188,23.981,25.072,15610.42,13284.18,14278.61
2018-09-13,23.46,23.79,23.25,22.29,21007.05,-0.15,-0.64,23.498,24.25,25.247,15142.22,13193.26,14296.41
2018-09-12,23.4,24.03,23.4,23.16,10784.59,0.0,0.0,23.758,24.478,25.416,13541.3,12420.66,13754.38
2018-09-11,23.13,23.47,23.4,22.54,14774.57,0.25,1.08,24.078,24.743,25.58,13516.49,15074.77,13818.0
2018-09-10,24.13,24.29,23.15,22.82,20016.89,-1.14,-4.69,24.404,25.112,25.793,12795.5,15071.17,13716.3
2018-09-07,24.59,24.9,24.29,24.21,9127.99,-0.26,-1.06,24.774,25.487,26.034,10957.95,14679.41,13383.4
2018-09-06,24.53,25.0,24.55,24.22,13002.47,-0.45,-1.8,25.002,25.673,26.226,11244.3,14956.94,13662.04
2018-09-05,25.01,25.3,25.0,24.64,10660.53,-0.03,-0.12,25.198,25.8,26.38,11300.01,14809.14,14040.24
2018-09-04,24.97,25.3,25.03,24.78,11169.61,0.03,0.12,25.408,25.869,26.481,16633.06,15330.69,15036.23
2018-09-03,25.38,25.4,25.0,24.7,10829.14,-0.43,-1.69,25.82,26.02,26.682,17346.85,15414.8,15267.65
2018-08-31,25.5,25.62,25.43,25.11,10559.76,-0.1,-0.39,26.2,26.162,26.852,18400.86,15273.03,15465.45
2018-08-30,26.04,26.04,25.53,25.53,13281.0,-0.52,-2.0,26.344,26.243,27.037,18669.58,15399.55,15852.42
2018-08-29,26.6,26.67,26.05,25.6,37325.78,-1.04,-3.84,26.402,26.353,27.221,18318.28,15088.1,16690.04
2018-08-28,26.99,27.22,27.09,26.58,14738.56,0.19,0.71,26.33,26.416,27.451,14028.33,12561.22,16021.96
2018-08-27,26.15,26.95,26.9,26.1,16099.21,0.75,2.87,26.22,26.473,27.678,13482.74,12361.42,16266.53
2018-08-24,25.83,26.43,26.15,25.8,11903.35,0.33,1.28,26.124,26.581,27.923,12145.2,12087.4,17354.01
2018-08-23,25.7,26.02,25.82,25.52,11524.48,0.13,0.51,26.142,26.778,28.22,12129.53,12367.13,18934.51
2018-08-22,26.29,26.42,25.69,25.53,15876.04,-0.85,-3.2,26.304,26.96,28.51,11857.92,13271.35,20108.4
