date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-18,4.66,4.87,4.87,4.6,309412.53,0.21,4.51,4.812,4.842,4.896,316755.57,331761.17,482285.69
2018-09-17,4.81,4.81,4.66,4.62,310378.66,-0.21,-4.31,4.788,4.867,4.884,311554.08,347363.18,487777.87
2018-09-14,4.9,5.04,4.87,4.87,410679.75,-0.04,-0.81,4.812,4.916,4.88,313460.61,359765.77,484084.48
2018-09-13,4.82,4.91,4.91,4.73,365575.91,0.16,3.37,4.838,4.937,4.862,313925.01,368001.92,475999.49
2018-09-12,4.71,4.81,4.75,4.71,187731.0,0.0,0.0,4.84,4.966,4.843,292887.28,421453.77,474448.02
2018-09-11,4.81,4.84,4.75,4.7,283405.09,-0.03,-0.63,4.872,5.009,4.838,346766.77,534064.03,489398.51
2018-09-10,4.96,4.98,4.78,4.78,319911.28,-0.22,-4.4,4.946,5.053,4.848,383172.28,640530.65,491048.63
2018-09-07,4.91,5.08,5.0,4.91,413001.75,0.08,1.63,5.02,5.047,4.857,406070.94,646025.79,499214.03
2018-09-06,4.89,4.98,4.92,4.85,260387.28,0.01,0.2,5.036,5.011,4.861,422078.84,639978.77,507172.52
2018-09-05,5.06,5.09,4.91,4.89,457128.47,-0.21,-4.1,5.092,4.977,4.87,550020.26,642620.77,547464.37
2018-09-04,5.06,5.16,5.12,5.03,465432.62,-0.03,-0.58,5.146,4.949,4.877,721361.29,632810.22,561785.67
2018-09-03,5.06,5.15,5.15,4.96,434404.56,0.07,1.38,5.16,4.9,4.871,897889.01,628192.55,578442.79
2018-08-31,5.09,5.18,5.08,5.05,493041.25,-0.12,-2.31,5.074,4.844,4.854,885980.65,608403.18,576268.7
2018-08-30,5.26,5.29,5.2,5.04,900094.38,0.02,0.39,4.986,4.786,4.843,857878.71,583997.06,579615.33
2018-08-29,5.15,5.43,5.18,5.12,1313833.62,-0.01,-0.19,4.862,4.719,4.827,735221.29,527442.28,565162.02
2018-08-28,4.72,5.19,5.19,4.69,1348071.25,0.47,9.96,4.752,4.666,4.823,544259.14,444732.99,528471.84
2018-08-27,4.71,4.78,4.72,4.65,374862.75,0.08,1.72,4.64,4.642,4.824,358496.09,341566.62,480185.89
2018-08-24,4.55,4.73,4.64,4.54,352531.53,0.06,1.31,4.614,4.667,4.848,330825.71,352402.27,491991.02
2018-08-23,4.61,4.66,4.58,4.51,286807.31,-0.05,-1.08,4.586,4.71,4.876,310115.41,374366.26,520196.01
2018-08-22,4.63,4.75,4.63,4.59,359022.88,0.0,0.0,4.576,4.763,4.918,319663.26,452307.96,576023.79
2018-08-21,4.6,4.74,4.63,4.57,419256.0,0.04,0.87,4.58,4.805,4.958,345206.83,490761.12,651248.2
2018-08-20,4.49,4.6,4.59,4.4,236510.84,0.09,2.0,4.644,4.842,4.989,324637.14,528693.02,679134.88
2018-08-17,4.59,4.62,4.5,4.46,248980.0,-0.03,-0.66,4.72,4.863,4.998,373978.83,544134.22,696665.62
2018-08-16,4.5,4.63,4.53,4.4,334546.59,-0.12,-2.58,4.834,4.899,4.99,438617.12,575233.6,694464.33
2018-08-15,4.92,4.93,4.65,4.64,486740.72,-0.3,-6.06,4.95,4.934,4.978,584952.65,602881.76,688989.63
2018-08-14,4.91,4.99,4.95,4.87,316407.53,-0.02,-0.4,5.03,4.979,4.964,636315.42,612210.69,673753.84
2018-08-13,4.99,5.01,4.97,4.86,483219.31,-0.1,-1.97,5.04,5.005,4.937,732748.9,618805.16,668592.55
2018-08-10,5.0,5.16,5.07,4.97,572171.44,-0.04,-0.78,5.006,5.028,4.91,714289.61,631579.77,656556.09
2018-08-09,5.13,5.33,5.11,5.1,1066224.25,0.06,1.19,4.964,5.041,4.881,711850.09,666025.76,644959.48
2018-08-08,4.95,5.15,5.05,4.9,743554.56,0.05,1.0,4.918,5.072,4.85,620810.88,699739.62,604923.25
2018-08-07,4.83,5.24,5.0,4.61,798574.94,0.2,4.17,4.928,5.111,4.817,588105.95,811735.27,578580.59
2018-08-06,4.83,4.92,4.8,4.73,390922.88,-0.06,-1.24,4.97,5.136,4.794,504861.42,829576.74,549660.94
2018-08-03,4.88,5.03,4.86,4.82,559973.81,-0.02,-0.41,5.05,5.133,4.778,548869.92,849197.01,539784.22
2018-08-02,5.0,5.04,4.88,4.76,611028.19,-0.22,-4.31,5.118,5.081,4.753,620201.43,813695.05,526098.24
2018-08-01,5.25,5.27,5.1,5.01,580029.94,-0.11,-2.11,5.226,5.021,4.726,778668.37,775097.5,510577.51
2018-07-31,5.19,5.28,5.21,5.15,382352.28,0.01,0.19,5.294,4.948,4.703,1035364.58,735297.0,491811.35
2018-07-30,5.3,5.37,5.2,5.18,610965.38,0.0,0.0,5.302,4.868,4.678,1154292.07,718379.94,485126.29
2018-07-27,5.38,5.46,5.2,5.18,916631.38,-0.22,-4.06,5.216,4.791,4.647,1149524.1,681532.41,467716.18
2018-07-26,5.43,5.65,5.42,5.33,1403362.88,-0.02,-0.37,5.044,4.721,4.627,1007188.67,623893.19,433940.15
2018-07-25,5.47,5.75,5.44,5.21,1863511.0,0.19,3.62,4.816,4.628,4.588,771526.63,510106.87,372578.14
2018-07-24,4.9,5.25,5.25,4.9,976989.69,0.48,10.06,4.602,4.523,4.553,435229.42,345425.92,289299.36
2018-07-23,4.32,4.77,4.77,4.3,587125.56,0.43,9.91,4.434,4.451,4.532,282467.82,269745.14,253913.43
2018-07-20,4.29,4.36,4.34,4.18,204954.2,0.06,1.4,4.366,4.423,4.528,213540.71,230371.43,238002.58
2018-07-19,4.4,4.41,4.28,4.25,225052.72,-0.09,-2.06,4.398,4.425,4.552,240597.72,238501.42,243479.87
2018-07-18,4.45,4.48,4.37,4.36,182024.91,-0.04,-0.91,4.44,4.431,4.575,248687.11,246057.52,249604.06
2018-07-17,4.48,4.48,4.41,4.34,213181.72,-0.02,-0.45,4.444,4.457,4.594,255622.42,248325.7,255500.5
2018-07-16,4.47,4.51,4.43,4.4,242490.0,-0.07,-1.56,4.468,4.487,4.616,257022.45,251872.63,265018.94
2018-07-13,4.49,4.53,4.5,4.39,340239.25,0.01,0.22,4.48,4.502,4.664,247202.14,253899.95,268223.97
2018-07-12,4.4,4.52,4.49,4.4,265499.69,0.12,2.75,4.452,4.533,4.707,236405.12,243987.1,263281.43
2018-07-11,4.41,4.52,4.39,4.3,216701.44,-0.14,-3.09,4.422,4.547,4.746,243427.92,235049.41,263362.26
2018-07-10,4.5,4.6,4.53,4.47,220181.88,0.04,0.89,4.47,4.583,4.805,241028.97,233172.8,262145.25
2018-07-09,4.38,4.49,4.49,4.35,193388.44,0.13,2.98,4.506,4.613,4.855,246722.81,238081.72,259035.88
2018-07-06,4.36,4.45,4.36,4.17,286254.16,0.02,0.46,4.524,4.633,4.906,260597.77,245633.73,258775.17
2018-07-05,4.61,4.65,4.34,4.31,300613.69,-0.29,-6.26,4.614,4.678,4.975,251569.07,248458.32,256729.46
2018-07-04,4.73,4.78,4.63,4.61,204706.69,-0.08,-1.7,4.672,4.718,5.044,226670.89,253150.6,252407.39
2018-07-03,4.6,4.74,4.71,4.54,248651.08,0.13,2.84,4.696,4.73,5.094,225316.62,262675.3,249120.26
2018-07-02,4.82,4.84,4.58,4.55,262763.22,-0.23,-4.78,4.72,4.744,5.138,229440.63,278165.24,246434.35
2018-06-29,4.63,4.84,4.81,4.59,241110.69,0.18,3.89,4.742,4.825,5.185,230669.69,282547.98,245454.15
2018-06-28,4.74,4.82,4.63,4.63,176122.77,-0.12,-2.53,4.742,4.881,5.217,245347.57,282575.77,241861.49
2018-06-27,4.83,4.86,4.75,4.71,197935.34,-0.08,-1.66,4.764,4.945,5.256,279630.31,291675.11,248323.68
2018-06-26,4.6,4.85,4.83,4.53,269271.12,0.14,2.98,4.764,5.026,5.309,300033.99,291117.71,250028.35
2018-06-25,4.88,4.93,4.69,4.66,268908.53,-0.12,-2.5,4.768,5.096,5.355,326889.85,279990.03,249665.51
2018-06-22,4.71,4.84,4.81,4.51,314500.09,0.07,1.48,4.908,5.179,5.418,334426.28,271916.6,248798.23
2018-06-21,4.74,4.99,4.74,4.73,347536.47,-0.01,-0.21,5.02,5.271,5.482,319803.97,265000.6,244769.52
2018-06-20,4.71,4.85,4.75,4.64,299953.72,-0.1,-2.06,5.126,5.37,5.553,303719.91,251664.19,254450.34
2018-06-19,5.24,5.24,4.85,4.85,403550.44,-0.54,-10.02,5.288,5.457,5.645,282201.43,235565.21,251736.6
2018-06-15,5.33,5.5,5.39,5.32,306590.66,0.02,0.37,5.424,5.532,5.738,233090.22,214703.47,244941.26
2018-06-14,5.26,5.39,5.37,5.22,241388.56,0.1,1.9,5.45,5.544,5.802,209406.93,208360.31,243248.71
2018-06-13,5.51,5.54,5.27,5.17,267116.19,-0.29,-5.22,5.522,5.553,5.861,210197.23,201147.21,238259.93
2018-06-12,5.56,5.58,5.56,5.4,192361.28,0.03,0.54,5.614,5.567,5.927,199608.46,204972.24,233882.86
2018-06-11,5.52,5.62,5.53,5.51,157994.39,0.01,0.18,5.626,5.591,5.98,188928.99,208939.0,234955.28
2018-06-08,5.67,5.67,5.52,5.48,188174.23,-0.21,-3.67,5.64,5.614,6.037,196316.72,219340.98,240562.21
2018-06-07,5.76,5.85,5.73,5.71,245340.08,0.0,0.0,5.638,5.657,6.102,207313.69,225679.86,249307.71
2018-06-06,5.59,5.75,5.73,5.58,214172.3,0.11,1.96,5.584,5.692,6.154,192097.19,224538.44,247372.83
2018-06-05,5.57,5.62,5.62,5.53,138963.95,0.02,0.36,5.52,5.736,6.202,210336.02,257236.49,245471.73
2018-06-04,5.51,5.67,5.6,5.48,194933.05,0.09,1.63,5.556,5.833,6.259,228949.01,267907.99,251910.04
2018-06-01,5.44,5.68,5.51,5.41,243159.08,0.05,0.92,5.588,5.944,6.316,242365.24,275179.05,252263.47
2018-05-31,5.46,5.49,5.46,5.4,169257.59,0.05,0.92,5.676,6.059,6.371,244046.03,278137.1,248699.37
2018-05-30,5.66,5.67,5.41,5.36,305366.44,-0.39,-6.72,5.8,6.169,6.435,256979.69,275372.65,252960.62
2018-05-29,5.78,5.87,5.8,5.73,232028.88,0.04,0.69,5.952,6.287,6.492,304136.96,262793.48,252789.29
2018-05-28,5.98,5.98,5.76,5.72,262014.23,-0.19,-3.19,6.11,6.369,6.54,306866.98,260971.56,254613.08
2018-05-25,6.08,6.12,5.95,5.92,251563.02,-0.13,-2.14,6.3,6.459,6.592,307992.86,261783.44,260728.18
2018-05-24,6.14,6.21,6.08,6.08,233925.88,-0.09,-1.46,6.442,6.547,6.647,312228.18,272935.56,262307.45
2018-05-23,6.51,6.57,6.17,6.15,541152.81,-0.42,-6.37,6.538,6.615,6.698,293765.6,270207.22,279768.17
2018-05-22,6.7,6.71,6.59,6.54,245678.95,-0.12,-1.79,6.622,6.667,6.75,221450.0,233706.97,272145.78
2018-05-21,6.74,6.77,6.71,6.65,267643.62,0.05,0.75,6.628,6.685,6.789,215076.15,235912.09,300122.22
2018-05-18,6.55,6.7,6.66,6.5,272739.62,0.1,1.52,6.618,6.687,6.85,215574.02,229347.89,351064.25
2018-05-17,6.6,6.66,6.56,6.55,141613.0,-0.03,-0.46,6.652,6.682,6.883,233642.94,219261.63,362558.96
2018-05-16,6.57,6.62,6.59,6.55,179574.8,-0.03,-0.45,6.692,6.7,6.915,246648.85,230548.6,382170.11
2018-05-15,6.66,6.69,6.62,6.51,213809.69,-0.04,-0.6,6.712,6.696,6.943,245963.93,242785.09,411611.37
2018-05-14,6.84,6.84,6.66,6.63,270133.0,-0.17,-2.49,6.742,6.711,6.993,256748.03,248254.6,422762.05
2018-05-11,6.76,6.89,6.83,6.7,363084.19,0.07,1.04,6.756,6.724,7.036,243121.76,259672.93,429658.1
2018-05-10,6.71,6.78,6.76,6.67,206642.56,0.07,1.05,6.712,6.746,7.082,204880.32,251679.35,437487.53
2018-05-09,6.72,6.77,6.69,6.66,176150.22,-0.08,-1.18,6.708,6.78,7.129,214448.35,289329.12,454991.92
2018-05-08,6.74,6.89,6.77,6.69,267730.19,0.04,0.59,6.68,6.832,7.172,239606.25,310584.6,467106.0
2018-05-07,6.64,6.76,6.73,6.63,202001.64,0.12,1.81,6.68,6.893,7.201,239761.17,364332.36,471869.78
2018-05-04,6.67,6.74,6.61,6.61,171877.0,-0.13,-1.93,6.692,7.013,7.24,276224.09,472780.61,477779.48
2018-05-03,6.59,6.79,6.74,6.52,254482.69,0.19,2.9,6.78,7.084,7.288,298478.37,505856.29,500144.84
2018-05-02,6.77,6.8,6.55,6.48,301939.72,-0.22,-3.25,6.852,7.13,7.326,364209.88,533791.62,507275.28
2018-04-27,6.79,6.87,6.77,6.67,268504.81,-0.02,-0.29,6.984,7.189,7.378,381562.96,580437.65,520505.78
2018-04-26,7.04,7.05,6.79,6.78,384316.25,-0.26,-3.69,7.106,7.274,7.405,488903.54,597269.49,524131.87
2018-04-25,7.03,7.1,7.05,6.97,283148.38,-0.05,-0.7,7.334,7.348,7.438,669337.12,599643.27,528246.73
2018-04-24,6.85,7.14,7.1,6.78,583140.25,-0.11,-1.53,7.388,7.418,7.451,713234.2,623295.72,541510.43
2018-04-23,7.3,7.33,7.21,7.1,388705.09,-0.17,-2.3,7.408,7.478,7.46,703373.37,620654.72,553333.93
2018-04-20,7.65,7.72,7.38,7.3,805207.75,-0.55,-6.94,7.394,7.512,7.504,779312.34,623627.4,555593.49
2018-04-19,7.7,8.0,7.93,7.55,1286484.12,0.61,8.33,7.442,7.509,7.539,705635.44,579407.19,534450.96
2018-04-18,7.3,7.44,7.32,7.12,502633.81,0.12,1.67,7.362,7.466,7.553,529949.42,482778.35,487143.4
2018-04-17,7.15,7.61,7.2,7.01,533836.06,0.06,0.84,7.448,7.492,7.603,533357.23,494433.39,488369.21
2018-04-16,7.25,7.31,7.14,6.89,768399.94,-0.48,-6.3,7.548,7.522,7.653,537936.08,480758.94,481870.58
2018-04-13,7.7,7.78,7.62,7.61,436823.28,0.09,1.2,7.63,7.566,7.718,467942.46,460573.91,468334.27
2018-04-12,7.69,7.75,7.53,7.5,408054.0,-0.22,-2.84,7.576,7.536,7.768,453178.94,450994.25,482457.63
2018-04-11,7.93,8.0,7.75,7.7,519672.88,0.05,0.65,7.57,7.528,7.819,435607.28,456850.18,498370.81
2018-04-10,7.81,7.91,7.7,7.58,556730.31,0.15,1.99,7.536,7.483,7.868,455509.56,459725.13,538960.98
2018-04-09,7.35,7.63,7.55,7.3,418431.84,0.2,2.72,7.496,7.441,7.904,423581.81,486013.13,554467.53
2018-04-04,7.5,7.64,7.35,7.31,363005.69,-0.15,-2.0,7.502,7.495,7.945,453205.36,487559.59,585072.04
2018-04-03,7.4,7.56,7.5,7.31,320195.69,-0.08,-1.05,7.496,7.569,7.996,448809.56,489494.74,653443.69
2018-04-02,7.55,7.85,7.58,7.46,619184.25,0.08,1.07,7.486,7.639,8.033,478093.09,491508.45,671370.69
2018-03-30,7.51,7.56,7.5,7.44,397091.56,-0.08,-1.05,7.43,7.713,8.029,463940.71,482305.04,668244.06
2018-03-29,7.35,7.67,7.58,7.32,566549.62,0.26,3.55,7.386,7.783,8.045,548444.45,482982.21,668569.12
2018-03-28,7.31,7.54,7.32,7.27,341026.69,-0.13,-1.75,7.488,7.87,8.062,521913.81,476094.63,664910.51
2018-03-27,7.45,7.54,7.45,7.31,466613.31,0.15,2.06,7.642,7.999,8.095,530179.91,513921.01,675631.06
2018-03-26,7.03,7.34,7.3,6.85,548422.38,0.02,0.28,7.792,8.11,8.125,504923.82,539891.43,687516.24
2018-03-23,7.55,7.64,7.28,7.28,819610.25,-0.81,-10.01,7.996,8.253,8.172,500669.36,618196.83,689536.63
