date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-18,20.09,21.5,21.29,20.01,70939.82,1.03,5.08,21.736,22.237,22.678,63681.43,78030.98,74094.76
2018-09-17,20.97,20.97,20.26,20.0,50057.96,-1.02,-4.79,22.028,22.293,22.839,63229.87,76525.93,73980.58
2018-09-14,22.99,23.0,21.28,21.05,75901.56,-1.72,-7.48,22.456,22.427,23.05,72056.03,78476.23,75475.38
2018-09-13,23.5,24.18,23.0,22.6,65412.44,0.15,0.66,22.958,22.567,23.237,91194.66,77274.53,75920.15
2018-09-12,22.4,23.0,22.85,22.15,56095.38,0.1,0.44,23.046,22.631,23.379,90003.06,81443.38,77334.75
2018-09-11,22.76,23.2,22.75,22.36,68682.02,0.35,1.56,22.738,22.657,23.589,92380.53,82946.94,81457.77
2018-09-10,23.36,23.44,22.4,22.3,94188.74,-1.39,-5.84,22.558,22.78,23.801,89821.98,82126.49,83722.28
2018-09-07,24.41,24.8,23.79,22.86,171594.7,0.35,1.49,22.398,22.952,24.014,84896.44,80100.46,84719.48
2018-09-06,21.25,23.44,23.44,21.25,59454.45,2.13,9.99,22.176,22.923,24.107,63354.4,69107.6,80047.21
2018-09-05,21.92,22.32,21.31,21.2,67982.74,-0.54,-2.47,22.216,22.939,24.213,72883.7,69908.99,81658.15
2018-09-04,21.4,22.6,21.85,21.4,55889.27,0.25,1.16,22.576,23.119,24.396,73513.34,70158.54,84173.67
2018-09-03,22.0,22.26,21.6,20.95,69561.02,-1.08,-4.76,23.002,23.385,24.678,74431.0,71435.24,86861.65
2018-08-31,23.65,23.65,22.68,22.61,63884.52,-0.96,-4.06,23.506,23.673,24.921,75304.48,72474.53,88583.9
2018-08-30,23.17,25.02,23.64,23.14,107100.96,0.53,2.29,23.67,23.907,25.103,74860.8,74565.78,91440.07
2018-08-29,24.05,24.1,23.11,22.81,71130.94,-0.87,-3.63,23.662,24.127,25.371,66934.28,73226.13,93819.05
2018-08-28,24.21,24.21,23.98,23.65,60477.56,-0.14,-0.58,23.662,24.521,25.794,66803.75,79968.6,98269.63
2018-08-27,23.68,24.17,24.12,23.32,73928.42,0.62,2.64,23.768,24.822,26.137,68439.48,85318.06,101089.18
2018-08-24,23.82,23.95,23.5,23.07,61666.1,-0.1,-0.42,23.84,25.076,26.499,69644.58,89338.5,105254.11
2018-08-23,23.14,24.15,23.6,23.14,67468.4,0.49,2.12,24.144,25.29,26.954,74270.75,90986.81,111950.96
2018-08-22,24.38,24.79,23.11,23.1,70478.25,-1.4,-5.71,24.592,25.487,27.549,79517.97,93407.3,121045.63
2018-08-21,24.3,24.8,24.51,23.8,68656.21,0.03,0.12,25.38,25.673,28.366,93133.46,98188.8,127360.16
2018-08-20,24.75,25.43,24.48,23.05,79953.92,-0.54,-2.16,25.876,25.97,28.933,102196.65,102288.06,129389.74
2018-08-17,26.32,26.5,25.02,24.8,84796.99,-0.82,-3.17,26.312,26.169,29.338,109032.43,104693.26,129939.22
2018-08-16,25.64,26.5,25.84,25.03,93704.5,-1.21,-4.47,26.436,26.298,29.749,107702.87,108314.36,130731.92
2018-08-15,26.7,28.66,27.05,26.7,138555.69,0.06,0.22,26.382,26.614,30.131,107296.63,114411.98,132343.11
2018-08-14,26.66,27.44,26.99,26.61,113972.15,0.33,1.24,25.966,27.067,30.432,103244.13,116570.66,133885.62
2018-08-13,24.92,26.67,26.66,24.38,114132.82,1.02,3.98,26.064,27.451,30.896,102379.47,116860.3,136543.33
2018-08-10,25.37,26.15,25.64,25.25,78149.2,0.07,0.27,26.026,27.922,31.306,100354.09,121169.73,140500.08
2018-08-09,25.06,26.16,25.57,24.88,91673.29,0.6,2.4,26.16,28.618,31.885,108925.85,132915.11,152123.32
2018-08-08,27.49,27.49,24.97,24.85,118293.21,-2.51,-9.13,26.846,29.611,32.609,121527.33,148683.96,160160.82
2018-08-07,27.22,27.93,27.48,26.53,109648.81,1.01,3.82,28.168,31.058,33.308,129897.18,156531.53,168109.51
2018-08-06,25.88,27.27,26.47,25.3,104005.96,0.16,0.61,28.838,31.895,33.826,131341.14,156491.42,175249.94
2018-08-03,28.74,29.35,26.31,26.15,121007.98,-2.69,-9.28,29.818,32.507,34.364,141985.36,155185.18,182706.39
2018-08-02,30.0,30.48,29.0,28.42,154680.69,-2.58,-8.17,31.076,33.199,34.774,156904.38,153149.48,190709.11
2018-08-01,31.13,33.27,31.58,31.0,160142.47,0.75,2.43,32.376,33.647,35.047,175840.59,150274.24,196079.4
2018-07-31,31.0,31.53,30.83,30.21,116868.61,-0.54,-1.72,33.948,33.796,35.088,183165.88,151200.57,200074.91
2018-07-30,32.3,33.66,31.37,30.91,157227.03,-1.23,-3.77,34.952,34.34,35.346,181641.69,156226.36,213848.24
2018-07-27,33.73,34.36,32.6,32.33,195603.08,-2.9,-8.17,35.196,34.69,35.662,168385.0,159830.43,215601.82
2018-07-26,38.75,39.4,35.5,35.5,249361.78,-3.94,-9.99,35.322,35.151,35.744,149394.58,171331.53,219877.28
2018-07-25,39.44,39.44,39.44,37.0,196768.88,3.59,10.01,34.918,35.607,35.595,124707.88,171637.67,224829.71
2018-07-24,32.61,35.85,35.85,32.61,109247.67,3.26,10.0,33.644,35.557,35.407,119235.27,179687.49,228813.09
2018-07-23,33.0,33.73,32.59,32.3,90943.6,-0.64,-1.93,33.728,35.756,35.237,130811.03,194008.47,239786.22
2018-07-20,33.1,33.88,33.23,32.56,100650.96,-0.25,-0.75,34.184,36.221,35.125,151275.86,210227.6,247530.16
2018-07-19,33.62,34.08,33.48,31.82,125928.31,0.41,1.24,34.98,36.348,34.944,193268.48,228268.75,254282.0
2018-07-18,35.92,36.2,33.07,33.01,169405.8,-3.2,-8.82,36.296,36.446,34.915,218567.46,241884.55,265982.94
2018-07-17,34.6,36.27,36.27,34.26,167126.48,1.4,4.01,37.47,36.379,35.036,240139.72,248949.25,275133.18
2018-07-16,35.77,36.56,34.87,34.0,193267.77,-2.34,-6.29,37.784,36.352,35.032,257205.91,271470.13,287520.34
2018-07-13,39.8,43.45,37.21,36.83,310614.03,-2.85,-7.11,38.258,36.633,34.98,269179.34,271373.21,293634.71
2018-07-12,39.02,40.89,40.06,37.6,252423.2,1.12,2.88,37.716,36.337,34.657,263269.02,268423.04,278385.84
2018-07-11,35.8,41.4,38.94,35.08,277267.12,1.1,2.91,36.596,35.583,34.052,265201.65,278021.76,265899.36
2018-07-10,36.65,38.96,37.84,35.6,252457.44,0.6,1.61,35.288,35.257,33.375,257758.79,277938.69,252120.5
2018-07-09,34.45,37.5,37.24,34.45,253134.92,2.74,7.94,34.92,34.717,32.638,285734.34,285563.96,239661.35
2018-07-06,35.03,37.31,34.5,34.18,281062.41,0.04,0.12,35.008,34.029,31.826,273567.08,284832.72,227322.11
2018-07-05,30.69,35.64,34.46,30.69,262086.36,2.06,6.36,34.958,33.54,31.056,273577.06,280295.25,213308.43
2018-07-04,34.11,35.6,32.4,32.4,240052.81,-3.6,-10.0,34.57,33.384,30.2,290841.87,290081.32,200238.46
2018-07-03,40.0,41.45,36.0,35.59,392335.19,-1.68,-4.46,35.226,33.692,29.369,298118.59,301317.11,188284.35
2018-07-02,35.5,37.68,37.68,34.68,192298.62,3.43,10.02,34.514,33.712,28.286,285393.59,303570.56,168711.47
2018-06-29,31.35,35.6,34.25,31.3,281112.34,1.73,5.32,33.05,33.327,27.054,296098.37,315896.2,159109.68
2018-06-28,36.0,37.59,32.52,32.52,348410.38,-3.16,-8.86,32.122,32.977,25.934,287013.44,288348.64,145063.55
2018-06-27,32.35,35.68,35.68,31.26,276436.41,3.24,9.99,32.198,32.52,24.846,289320.77,253776.96,127655.25
2018-06-26,29.28,33.4,32.44,29.0,328710.19,2.08,6.85,32.158,31.493,23.552,304515.64,226302.3,113840.02
2018-06-25,28.71,30.69,30.36,28.65,245822.52,0.75,2.53,32.91,30.559,22.375,321747.54,193758.74,97409.29
2018-06-22,29.61,31.15,29.61,29.61,235687.69,-3.29,-10.0,33.604,29.623,21.261,335694.04,169811.49,85131.22
2018-06-21,35.56,38.38,32.9,32.5,359947.03,-2.58,-7.27,33.832,28.571,20.822,289683.85,146321.6,77207.2
2018-06-20,32.58,38.0,35.48,32.58,352410.75,-0.72,-1.99,32.842,27.016,20.151,218233.14,110395.6,61499.43
2018-06-19,34.3,37.21,36.2,33.45,414869.69,2.37,7.01,30.828,25.045,19.249,148088.97,75251.58,44387.0
2018-06-15,33.83,33.83,33.83,32.85,315555.03,3.08,10.02,28.208,22.859,18.189,65769.95,33852.37,21231.83
2018-06-14,30.75,30.75,30.75,30.75,5636.75,2.8,10.02,25.642,20.78,17.147,3928.94,2323.15,1610.28
2018-06-13,27.95,27.95,27.95,27.95,2693.5,2.54,10.0,23.31,18.89,16.175,2959.36,1778.46,1322.68
