date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-18,14.1,14.49,14.43,13.79,428214.19,0.24,1.69,14.306,14.384,13.754,479906.85,616361.81,490028.04
2018-09-17,13.96,14.29,14.19,13.68,412991.81,0.29,2.09,14.26,14.49,13.642,517953.94,667921.44,482414.91
2018-09-14,14.52,14.58,13.9,13.78,436526.19,-0.59,-4.07,14.18,14.479,13.544,566472.05,679365.89,485940.04
2018-09-13,14.84,15.1,14.49,14.05,555205.81,-0.03,-0.21,14.252,14.369,13.484,673909.04,656592.94,479984.9
2018-09-12,14.17,14.9,14.52,14.09,566596.25,0.32,2.25,14.36,14.213,13.399,722445.51,624004.14,466210.12
2018-09-11,13.9,14.46,14.2,13.7,618449.62,0.41,2.97,14.462,14.066,13.325,752816.76,597735.16,457292.59
2018-09-10,14.26,14.45,13.79,13.41,655582.38,-0.47,-3.3,14.72,13.974,13.285,817888.95,569598.93,444905.03
2018-09-07,14.91,15.35,14.26,13.93,973711.12,-0.77,-5.12,14.778,13.906,13.261,792259.74,542453.31,434925.8
2018-09-06,15.24,15.68,15.03,14.96,797888.19,0.0,0.0,14.486,13.7,13.187,639276.84,462581.52,400422.21
2018-09-05,15.2,15.33,15.03,14.92,718452.5,-0.46,-2.97,14.066,13.424,13.066,525562.76,414053.31,381669.33
2018-09-04,14.39,15.49,15.49,14.28,943810.56,1.41,10.01,13.67,13.124,12.9,442653.56,363694.28,355236.55
2018-09-03,12.79,14.08,14.08,12.75,527436.31,1.28,10.0,13.228,12.793,12.732,321308.91,296908.37,320011.04
2018-08-31,12.93,13.02,12.8,12.7,208796.62,-0.13,-1.0,13.034,12.608,12.605,292646.88,292514.18,304527.55
2018-08-30,13.02,13.18,12.93,12.83,229317.8,-0.12,-0.92,12.914,12.598,12.557,285886.21,303376.86,305726.64
2018-08-29,13.28,13.37,13.05,12.85,303906.5,-0.23,-1.73,12.782,12.585,12.531,302543.86,308416.1,306877.74
2018-08-28,13.13,13.32,13.28,12.98,337087.31,0.17,1.3,12.578,12.583,12.495,284735.0,316850.03,301661.83
2018-08-27,12.32,13.25,13.11,12.2,384126.19,0.91,7.46,12.358,12.595,12.456,272507.84,320211.12,296409.51
